"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"РПН встр. во ввод СН-500 кВ АТ-2 ф.С" 01.03.2019 P02910213344 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003689
"АТ-2 ф.C" 01.03.2019 P02910213344 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003689
АТ-5 01.03.2019 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003691
Т-6 01.03.2019 P02910213347 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-19/ЛОПС/003692
АТ-5 13.09.2019 P02910213346 "ИСПЫТАНИЙ СИЛОВОГО ТРЁХОБМОТОЧНОГО ТРЕХФАЗНОГО АВТОТРАНСФОРМАТОРА"  0291-19/Т_АТ3/003313
АТ-5 15.08.2019 P02910212561 "ИСПЫТАНИЙ СИЛОВОГО ТРЁХОБМОТОЧНОГО ТРЕХФАЗНОГО АВТОТРАНСФОРМАТОРА"  0291-19/Т_АТ3/002648
Т-3 28.04.2018 P02910182688 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000325
"РПН СН-35кВ" 28.04.2018 P02910182688 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000325
"АТ-1 ф.A" 27.04.2018 P02910183532 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000280
"РПН встр. во ввод СН-500 кВ АТ-1 ф.А" 27.04.2018 P02910183532 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000280
"АТ-1 ф.B" 27.04.2018 P02910182134 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000282
"РПН встр. во ввод СН-500 кВ АТ-1 ф.В" 27.04.2018 P02910182134 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000282
"АТ-1 ф.C" 27.04.2018 P02910182602 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000284
"РПН встр. во ввод СН-500 кВ АТ-1 ф.С" 27.04.2018 P02910182602 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000284
"Ввод СН 500 кВ АТ-1 ф.C" 27.04.2018 P02910182602 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000284
"АТ-2 ф.A" 27.04.2018 P02910182705 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000288
"РПН встр. во ввод СН-500 кВ АТ-2 ф.А" 27.04.2018 P02910182705 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000288
"АТ-2 ф.B" 27.04.2018 P02910182337 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000293
"РПН встр. во ввод СН-500 кВ АТ-2 ф.В" 27.04.2018 P02910182337 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000293
"АТ-2 ф.C" 27.04.2018 P02910183535 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000295
"РПН встр. во ввод СН-500 кВ АТ-2 ф.С" 27.04.2018 P02910183535 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000295
"РПН АТ-4 ф.А" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"РПН АТ-4 ф.В" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"РПН АТ-4 ф.С" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"АТ-4 ввод 500 кВ ф.А" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"АТ-4 ввод 500 кВ ф.В" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"АТ-4 ввод 500 кВ ф.С" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"Ввод СН 110 ф.А" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"Ввод СН 110 ф.В" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"Ввод СН 110 ф.С" 27.04.2018 P02910182338 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000298
"Ввод СН 110 ф.С" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"Ввод СН 110 ф.В" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"Ввод СН 110 ф.А" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"РПН АТ-5 ф.А" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"РПН АТ-5 ф.В" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"РПН АТ-5 ф.С" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"АТ-5 ввод 500 кВ ф.А" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"АТ-5 ввод 500 кВ ф.В" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
"АТ-5 ввод 500 кВ ф.С" 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
АТ-5 27.04.2018 P02910182237 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000300
Т-6 27.04.2018 P02910182663 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000302
"РПН Т-6" 27.04.2018 P02910182663 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000302
"Т-6 ввод 110 кВ ф.А" 27.04.2018 P02910182663 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000302
"Т-6 ввод 110 кВ ф.В" 27.04.2018 P02910182663 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000302
"Т-6 ввод 110 кВ ф.С" 27.04.2018 P02910182663 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000302
"РПН Т-6" 27.09.2019 P02910213347 "ХРОМАТОГРАФИЧЕСКОГО АНАЛИЗА ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ РПН"  0291-19/АРГРПН/003041
"РПН встр. во ввод СН-500 кВ АТ-2 ф.А" 27.09.2019 P02910213186 "ХРОМАТОГРАФИЧЕСКОГО АНАЛИЗА ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ РПН"  0291-19/АРГРПН/003065
"Ввод ВН 750 кВ АТ-2 ф.A" 27.09.2019 P02910213186 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ ВВОДОВ"  0291-19/АРГ_ВВ/003073
"Ввод СН 500 кВ АТ-2 ф.A" 27.09.2019 P02910213186 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ ВВОДОВ"  0291-19/АРГ_ВВ/003076
"АТ-2 ф.A" 27.03.2019 P02910182705 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/000349
"АТ-2 ф.B" 27.03.2019 P02910182337 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/000350
"АТ-2 ф.C" 27.03.2019 P02910200406 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/000351
"АТ-1 ф.B" 05.04.2018 P02910182134 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ/000141
"АТ-1 ф.A" 05.04.2018 P02910183532 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ/000177
АТ-5 04.05.2018 P02910182342 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000372
"РПН СН-110кВ ф.С" 04.05.2018 P02910182342 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000372
"РПН СН-110кВ ф.В" 04.05.2018 P02910182342 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000372
"РПН СН-110кВ ф.А" 04.05.2018 P02910182342 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000372
"РПН встр. во ввод СН-500 кВ АТ-2 ф.С" 26.09.2019 P02910213344 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/003023
"РПН встр. во ввод СН-500 кВ АТ-2 ф.С" 26.09.2019 P02910213344 "ХРОМАТОГРАФИЧЕСКОГО АНАЛИЗА ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ РПН"  0291-19/АРГРПН/003028
