"25.    ДАННЫЕ ОБ ИСПЫТАНИЯХ"     
"Ввод СН 110 ф.А" 24.04.2018 P02910182088 "ИСПЫТАНИЙ ВЫСОКОВОЛЬТНЫХ ВВОДОВ С RIP ИЗОЛЯЦИЕЙ"  0291-18/ВТИ/000407
"АТ-3 (ст.)" 25.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000216
"Ввод СН 110 ф.В" 25.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000216
"Ввод СН 110 ф.А" 25.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000216
"РПН в ст. СН-110 кВ АТ-3" 25.04.2018 P02910182088 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000216
"АТ-2 (ст.)" 25.04.2018 P02910181386 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000219
"АТ-1 (ст.)" 26.06.2019 P02910209174 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/001861
"РПН встр. во ввод СН-110 кВ АТ-1 ф.А" 14.05.2018 P02910182603 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000441
"РПН встр. во ввод СН-110 кВ АТ-1 ф.В" 14.05.2018 P02910182603 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000441
"РПН встр. во ввод СН-110 кВ АТ-1 ф.С" 14.05.2018 P02910182603 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000441
"АТ-1 (ст.)" 14.05.2018 P02910182603 "ЛИСТ ОСМОТРА ОБОРУДОВАНИЯ ПС"  0291-18/ОСМОТР/000441
"АТ-1 (ст.)" 26.11.2019 P02910209174 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-19/ХАРГ_Т/003827
"ТТ-110кВ ОВВ ф.В" 12.04.2019 P02910213502 "ИСПЫТАНИЙ ГРУППЫ ОДНОФАЗНЫХ ТРАНСФОРМАТОРОВ ТОКА"  0291-19/ТT_ОЭМ/000633
"ТТ-110кВ ОВВ ф.С" 12.04.2019 P02910213502 "ИСПЫТАНИЙ ГРУППЫ ОДНОФАЗНЫХ ТРАНСФОРМАТОРОВ ТОКА"  0291-19/ТT_ОЭМ/000633
"ТТ-110кВ ОВВ ф.А" 12.04.2019 P02910213502 "ИСПЫТАНИЙ ГРУППЫ ОДНОФАЗНЫХ ТРАНСФОРМАТОРОВ ТОКА"  0291-19/ТT_ОЭМ/000633
"АТ-1 (ст.)" 28.08.2018 P02910198459 "ХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ ГАЗОВ, РАСТВОРЕННЫХ В ТРАНСФОРМАТОРНОМ МАСЛЕ"  0291-18/ХАРГ_Т/000668
"ТН-2 ф.А" 01.08.2018 P02910193480 "ИСПЫТАНИЙ ГРУППЫ ОДНОФАЗНЫХ ЭЛЕКТРОМАГНИТНЫХ ТРАНСФОРМАТОРОВ НАПРЯЖЕНИЯ"  0291-18/ТН_ОЭМ/000658
